Iteration,Nº Landmarks,Landmarks detected,Real Landmarks,Association time,Localitation time,Association Cost,Recovery Applied,Location estimated,Real location,Location Error,Orientation Error
189,6,1-2-7-8-13-14,1-2-7-8-13-14,168.035,228.315,2.68933,0,(14.965977 | -187.544314),(14.967336 | -187.558792),1.45422,0.0
190,6,1-2-7-8-13-14,1-2-7-8-13-14,139.156,241.064,3.35216,0,(15.102102 | -187.469625),(14.967336 | -187.558792),16.1594,0.0
191,6,1-2-7-8-13-14,1-2-7-8-13-14,158.971,332.186,3.55832,0,(15.092864 | -187.433199),(14.967336 | -187.558792),17.7569,0.0
192,6,1-2-7-8-13-14,1-2-7-8-13-14,216.591,342.038,3.27939,0,(14.844196 | -187.594065),(14.967336 | -187.558792),12.8092,0.0
193,6,1-2-7-8-13-14,1-2-7-8-13-14,181.799,304.771,3.97677,0,(15.049075 | -187.552333),(14.967336 | -187.558792),8.19942,0.0
194,6,1-2-7-8-13-14,1-2-7-8-13-14,217.397,362.02,5.15862,0,(14.975634 | -187.548955),(14.967336 | -187.558792),1.28695,0.0
195,6,1-2-7-8-13-14,1-2-7-8-13-14,120.482,277.914,3.89326,0,(14.892383 | -187.457248),(14.967336 | -187.558792),12.6211,0.0
196,6,1-2-7-8-13-14,1-2-7-8-13-14,118.355,314.426,2.70219,0,(15.000263 | -187.561379),(14.967336 | -187.558792),3.30284,0.0
197,6,1-2-7-8-13-14,1-2-7-8-13-14,205.517,303.924,3.29662,0,(14.976546 | -187.570846),(14.967336 | -187.558792),1.51701,0.0
198,6,1-2-7-8-13-14,1-2-7-8-13-14,153.963,350.213,2.97192,0,(14.856586 | -187.659154),(14.967336 | -187.558792),14.9459,0.0
199,6,1-2-7-8-13-14,1-2-7-8-13-14,159,255.346,3.13017,0,(15.085524 | -187.456926),(14.967336 | -187.558792),15.603,0.0
200,6,1-2-7-8-13-14,1-2-7-8-13-14,123.162,190.245,3.28674,0,(15.034540 | -187.489151),(14.967336 | -187.558792),9.67797,0.0
201,6,1-2-7-8-13-14,1-2-7-8-13-14,121.227,199.476,2.44602,0,(15.037349 | -187.488557),(14.967336 | -187.558792),9.91708,0.0
202,6,1-2-7-8-13-14,1-2-7-8-13-14,126.343,361.203,3.16094,0,(14.892926 | -187.717391),(14.967336 | -187.558792),17.5187,0.0
203,6,1-2-7-8-13-14,1-2-7-8-13-14,214.657,341.765,4.59686,0,(14.839309 | -187.537971),(14.967336 | -187.558792),12.9708,0.0
204,6,1-2-7-8-13-14,1-2-7-8-13-14,121.019,228.617,2.19825,0,(14.994671 | -187.523264),(14.967336 | -187.558792),4.48266,0.0
205,6,1-2-7-8-13-14,1-2-7-8-13-14,215.549,350.912,3.04595,0,(14.982100 | -187.553222),(14.967336 | -187.558792),1.578,0.0
206,6,1-2-7-8-13-14,1-2-7-8-13-14,162.195,177.596,3.1232,0,(15.071533 | -187.455684),(14.967336 | -187.558792),14.6589,0.0
207,6,1-2-7-8-13-14,1-2-7-8-13-14,209.851,584.964,2.03651,0,(15.014564 | -187.547912),(14.967336 | -187.558792),4.84652,0.0
208,6,1-2-7-8-13-14,1-2-7-8-13-14,124.268,217.651,4.77336,0,(14.878762 | -187.635150),(14.967336 | -187.558792),11.6944,0.0
209,6,1-2-7-8-13-14,1-2-7-8-13-14,207.117,301.571,5.15395,0,(15.103576 | -187.409339),(14.967336 | -187.558792),20.2232,0.0
210,6,1-2-7-8-13-14,1-2-7-8-13-14,195.407,322.413,3.14285,0,(15.024977 | -187.529086),(14.967336 | -187.558792),6.48455,0.0
211,6,1-2-7-8-13-14,1-2-7-8-13-14,214.035,386.69,3.15526,0,(14.860043 | -187.477760),(14.967336 | -187.558792),13.4454,0.0
212,6,1-2-7-8-13-14,1-2-7-8-13-14,129.974,530.078,4.28972,0,(14.996730 | -187.649529),(14.967336 | -187.558792),9.53794,0.0
213,6,1-2-7-8-13-14,1-2-7-8-13-14,215.121,312.27,4.60752,0,(14.799786 | -187.692825),(14.967336 | -187.558792),21.4564,0.0
214,6,1-2-7-8-13-14,1-2-7-8-13-14,200.672,345.184,4.06085,0,(14.998864 | -187.537205),(14.967336 | -187.558792),3.82109,0.0
215,6,1-2-7-8-13-14,1-2-7-8-13-14,177.036,298.003,2.28991,0,(14.926888 | -187.599633),(14.964464 | -187.558792),5.54971,0.0
216,6,1-2-7-8-13-14,1-2-7-8-13-14,135.673,309.465,1.32262,0,(14.865791 | -187.566335),(14.863757 | -187.558762),0.784155,0.0
217,6,1-2-7-8-13-14,1-2-7-8-13-14,151.91,251.926,3.39523,0,(14.652440 | -187.610053),(14.651435 | -187.558701),5.13625,0.0
218,6,1-2-7-8-13-14,1-2-7-8-13-14,235.081,443.039,5.90815,0,(14.395365 | -187.447767),(14.307304 | -187.558548),14.1517,0.0
219,6,1-2-7-8-13-14,1-2-7-8-13-14,160.307,280.125,6.48858,0,(13.542384 | -187.774718),(13.633617 | -187.558075),23.5069,0.0
220,6,1-2-7-8-13-14,1-2-7-8-13-14,190.637,330.524,7.01097,0,(13.065721 | -187.797614),(12.977199 | -187.557678),25.5745,0.0
221,6,1-2-7-8-13-14,1-2-7-8-13-14,146.655,258.599,6.19971,0,(12.173870 | -187.592572),(12.203121 | -187.557220),4.58841,0.0
222,6,1-2-7-8-13-14,1-2-7-8-13-14,151.804,293.814,9.97934,0,(10.806841 | -187.353585),(11.076300 | -187.556519),33.7328,0.0
223,5,1-2-7-8-13,1-2-7-8-13,180.182,340.569,4.4152,0,(10.029726 | -187.679037),(10.122495 | -187.555984),15.4104,0.0
224,5,1-2-7-8-13,1-2-7-8-13,109.999,278.778,6.38285,0,(9.164250 | -187.514471),(9.119200 | -187.555588),6.09922,0.0
225,5,1-2-7-8-13,1-2-7-8-13,113.409,308.743,6.67549,0,(7.822307 | -187.616723),(7.858876 | -187.553162),7.33305,0.0
226,5,1-2-7-8-13,1-2-7-8-13,110.663,251.795,5.4208,0,(7.019758 | -187.516304),(6.978301 | -187.539474),4.74934,0.0
227,5,1-2-7-8-13,1-2-7-8-13,107.291,308.566,7.43472,0,(5.775948 | -187.546376),(5.834562 | -187.515106),6.64332,0.0
228,5,1-2-7-8-13,1-2-7-8-13,186.608,450.059,5.28607,0,(4.855735 | -187.545063),(4.969025 | -187.493958),12.4283,0.0
229,5,1-2-7-8-13,1-2-7-8-13,151.944,326.566,5.51306,0,(4.138602 | -187.368931),(4.121105 | -187.471786),10.4333,0.0
230,5,1-2-7-8-13,1-2-7-8-13,154.598,248.161,6.68051,0,(3.007571 | -187.483063),(3.039787 | -187.439163),5.44524,0.0
231,4,1-2-7-8,1-2-7-8,136.203,271.576,4.16207,0,(2.275438 | -187.371580),(2.249610 | -187.334000),4.56001,0.0
232,4,1-2-7-8,1-2-7-8,92.677,239.165,5.28813,0,(1.185258 | -186.979679),(1.117598 | -187.032303),8.57155,0.0
233,4,1-2-7-8,1-2-7-8,97.198,278.068,5.64956,0,(0.185810 | -186.643748),(0.148064 | -186.711075),7.71856,0.0
234,4,1-2-7-8,1-2-7-8,142.73,300.428,5.02672,0,(-0.904115 | -186.259288),(-0.917465 | -186.307144),4.96838,0.0
235,4,1-2-7-8,1-2-7-8,89.095,230.117,6.55699,0,(-2.363624 | -185.481475),(-2.315972 | -185.537033),7.31943,0.0
236,4,1-2-7-8,1-2-7-8,484.597,218.699,4.39278,0,(-3.130158 | -184.729699),(-3.124428 | -184.734970),0.778545,0.0
237,4,1-2-7-8,1-2-7-8,138.785,254.535,5.19153,0,(-3.572104 | -183.664433),(-3.655127 | -183.745926),11.6336,0.0
238,4,1-2-7-8,1-2-7-8,131.799,277.415,7.5205,0,(-3.854147 | -182.125649),(-3.992627 | -182.175446),14.7161,0.0
239,4,1-2-7-8,1-2-7-8,125.597,344.47,7.15477,0,(-4.143986 | -180.790502),(-4.056053 | -180.931931),16.6536,0.0
240,4,1-2-7-8,1-2-7-8,150.941,320.216,4.3757,0,(-3.982511 | -179.622308),(-4.037453 | -179.720673),11.2669,0.0
241,4,1-2-7-8,1-2-7-8,150.57,291.749,4.44848,0,(-3.875945 | -178.541717),(-3.985607 | -178.536072),10.9807,0.0
242,4,1-2-7-8,1-2-7-8,149.522,302.714,7.68383,0,(-3.875274 | -176.901965),(-3.887044 | -176.932632),3.28485,0.0
243,3,1-7-8,1-7-8,124.662,281.415,3.74172,0,(-3.803739 | -175.707870),(-3.805755 | -175.712692),0.522674,0.0
244,2,1-7,1-7,97.266,317.039,2.04992,0,(-3.921658 | -174.648029),(-3.745109 | -174.501877),22.9195,0.0
245,2,1-7,1-7,61.42,288.193,3.65334,0,(-3.702514 | -172.964566),(-3.678984 | -172.898438),7.01898,0.0
246,2,1-7,1-7,67.811,198.65,3.08785,0,(-3.414903 | -171.495086),(-3.635012 | -171.690247),29.4169,0.0
247,2,1-7,1-7,69.546,242.112,1.79277,0,(-3.871440 | -170.663653),(-3.595370 | -170.477676),33.2869,0.0
248,2,1-7,1-7,88.223,346.09,3.11623,0,(-3.617097 | -169.322749),(-3.567811 | -169.267105),7.43323,0.0
249,2,1-7,1-7,62.916,213.489,3.87702,0,(-3.298837 | -167.413204),(-3.539621 | -167.656540),34.2329,0.0
250,2,1-7,1-7,64.286,332.52,1.91877,0,(-3.553276 | -166.444607),(-3.521883 | -166.447342),3.15119,0.0
251,2,1-7,1-7,96.902,266.176,2.44191,0,(-3.515140 | -165.247401),(-3.507322 | -165.236771),1.31959,0.0
252,3,1-6-7,1-6-7,88.791,264.602,4.60705,0,(-3.490432 | -163.601340),(-3.493198 | -163.623413),2.22459,0.0
253,3,1-6-7,1-6-7,85.315,347.694,3.4051,0,(-3.407664 | -162.354351),(-3.484359 | -162.414154),9.72557,0.0
254,3,1-6-7,1-6-7,84.257,253.455,5.24057,0,(-3.357087 | -161.079838),(-3.476319 | -161.204620),17.2588,0.0
255,3,1-6-7,1-6-7,82.411,196.804,4.75991,0,(-3.339635 | -159.479680),(-3.467868 | -159.591309),17.0014,0.0
256,3,1-6-7,1-6-7,124.644,311.75,2.9633,0,(-3.705453 | -158.638652),(-3.462510 | -158.381485),35.3775,0.0
257,3,1-6-7,1-6-7,83.3,242.935,3.65842,0,(-3.534877 | -157.253403),(-3.457557 | -157.171829),11.2395,0.0
258,3,1-6-7,1-6-7,77.235,304.57,4.53973,0,(-3.424511 | -155.527936),(-3.451352 | -155.558868),4.09551,0.0
259,3,1-6-7,1-6-7,128.357,297.652,4.58183,0,(-3.204950 | -154.336006),(-3.447311 | -154.349060),24.2712,0.0
260,3,1-6-7,1-6-7,121.36,341.22,3.74189,0,(-3.404957 | -153.133039),(-3.443557 | -153.139252),3.90971,0.0
261,3,1-6-7,1-6-7,84.829,375.421,5.18416,0,(-3.327131 | -151.350378),(-3.438667 | -151.526321),20.8318,0.0
262,3,1-6-7,1-6-7,132.51,342.701,3.36574,0,(-3.397174 | -150.417022),(-3.435184 | -150.316574),10.74,0.0
263,3,1-6-7,1-6-7,78.712,277.461,4.0079,0,(-3.565229 | -149.278262),(-3.431875 | -149.106750),21.7254,0.0
264,2,6-7,6-7,57.757,237.665,3.12669,0,(-3.632935 | -147.533163),(-3.427770 | -147.493668),20.8931,0.0
265,3,0-6-7,0-6-7,84.05,281.624,4.15086,0,(-3.505050 | -146.343825),(-3.424811 | -146.283859),10.017,0.0
266,3,0-6-7,0-6-7,94.008,299.501,4.74814,0,(-3.345678 | -145.008099),(-3.422052 | -145.074036),10.0899,0.0
267,3,0-6-7,0-6-7,75.007,222.043,5.06331,0,(-3.369676 | -143.412229),(-3.418405 | -143.460953),6.89096,0.0
268,3,0-6-7,0-6-7,124.646,302.495,3.25268,0,(-3.426915 | -142.279316),(-3.415620 | -142.251144),3.03514,0.0
269,3,0-6-7,0-6-7,122.195,362.573,4.46915,0,(-2.984163 | -140.964038),(-3.412832 | -141.041321),43.558,0.0
270,3,0-6-7,0-6-7,80.779,324.518,4.76394,0,(-3.302611 | -139.377060),(-3.409204 | -139.428238),11.8242,0.0
271,3,0-6-7,0-6-7,128.881,279.333,4.11753,0,(-3.280948 | -138.199383),(-3.406487 | -138.218430),12.6976,0.0
272,3,0-6-7,0-6-7,100.827,226.349,3.61189,0,(-3.555899 | -137.162521),(-3.403847 | -137.008606),21.6355,0.0
273,4,0-5-6-7,0-5-6-7,157.001,241.918,7.1477,0,(-3.423177 | -135.398081),(-3.400222 | -135.395523),2.30975,0.0
274,4,0-5-6-7,0-5-6-7,154.497,302.284,5.53634,0,(-3.457570 | -134.222417),(-3.397471 | -134.185715),7.04199,0.0
275,4,0-5-6-7,0-5-6-7,96.287,425.794,4.53421,0,(-3.385567 | -132.972205),(-3.394749 | -132.975891),0.989407,0.0
276,4,0-5-6-7,0-5-6-7,107.888,296.898,5.67947,0,(-3.377800 | -131.382303),(-3.391060 | -131.362808),2.35774,0.0
277,4,0-5-6-7,0-5-6-7,126.032,363.205,5.47722,0,(-3.316163 | -130.062132),(-3.388223 | -130.153458),11.6332,0.0
278,4,0-5-6-7,0-5-6-7,122.691,275.566,4.37496,0,(-3.394058 | -128.951660),(-3.385433 | -128.947922),0.940011,0.0
279,4,0-5-6-7,0-5-6-7,90.769,204.576,6.37164,0,(-3.349302 | -127.331943),(-3.381700 | -127.344078),3.45962,0.0
280,4,0-5-6-7,0-5-6-7,98.199,250.869,5.36331,0,(-3.333080 | -126.128281),(-3.378880 | -126.139061),4.70518,0.0
281,3,0-5-6,0-5-6,73.754,224.665,3.35363,0,(-3.424685 | -124.970546),(-3.376122 | -124.946602),5.41446,0.0
282,3,0-5-6,0-5-6,76.681,290.939,3.78901,0,(-3.679110 | -123.466683),(-3.372602 | -123.434731),30.8169,0.0
283,3,0-5-6,0-5-6,113.502,250.845,3.25465,0,(-3.339769 | -122.322511),(-3.370016 | -122.331482),3.15499,0.0
284,3,0-5-6,0-5-6,79.309,265.141,4.95779,0,(-3.233638 | -120.749385),(-3.362581 | -120.819977),14.7002,0.0
285,3,0-5-6,0-5-6,106.654,269.456,3.01553,0,(-3.294164 | -119.653155),(-3.318231 | -119.684166),3.92547,0.0
286,3,0-5-6,0-5-6,75.544,283.351,2.92433,0,(-3.276014 | -118.590077),(-3.253307 | -118.579323),2.5125,0.0
287,3,0-5-6,0-5-6,128.893,316.796,4.68194,0,(-2.994059 | -116.936206),(-3.143945 | -117.116570),23.4514,0.0
288,3,0-5-6,0-5-6,133.351,350.66,2.50202,0,(-3.017776 | -116.085903),(-3.001659 | -116.002457),8.4989,0.0
289,3,0-5-6,0-5-6,129.195,309.761,3.74808,0,(-2.784066 | -114.903028),(-2.748452 | -114.883194),4.07644,0.0
290,3,0-5-6,0-5-6,108.137,370.075,5.8377,0,(-1.987001 | -113.313520),(-2.134998 | -113.433777),19.0696,0.0
291,3,0-5-6,0-5-6,110.356,303.127,3.11185,0,(-1.413081 | -112.398977),(-1.461954 | -112.420372),5.33509,0.0
292,3,0-5-6,0-5-6,125.812,221.099,3.27761,0,(-0.709376 | -111.583850),(-0.642605 | -111.543335),7.81017,0.0
293,3,0-5-6,0-5-6,108.934,268.751,5.31126,0,(0.719994 | -110.568182),(0.638270 | -110.627472),10.0966,0.0
294,3,0-5-6,0-5-6,112.505,231.635,4.15746,0,(1.850178 | -110.024729),(1.724280 | -110.134537),16.7057,0.0
295,4,0-5-6-12,0-5-6-12,171.288,338.6,4.6284,0,(3.067407 | -109.894709),(2.886868 | -109.808945),19.9874,0.0
296,4,0-5-6-12,0-5-6-12,86.81,213.339,5.78491,0,(4.531141 | -109.525467),(4.486919 | -109.561874),5.72803,0.0
297,4,0-5-6-12,0-5-6-12,113.061,273.408,4.38678,0,(5.703907 | -109.478872),(5.689707 | -109.479752),1.42267,0.0
298,4,0-5-6-12,0-5-6-12,93.405,271.158,4.29358,0,(6.966796 | -109.472517),(6.894630 | -109.446228),7.68053,0.0
299,4,0-5-6-12,0-5-6-12,139.909,269.311,6.37145,0,(8.536977 | -109.448158),(8.508951 | -109.434662),3.11061,0.0
300,4,0-5-6-12,0-5-6-12,150.41,300.168,6.51438,0,(9.675039 | -109.284210),(9.720513 | -109.437744),16.0127,0.0
301,4,0-5-6-12,0-5-6-12,138.514,344.542,5.92738,0,(11.018229 | -109.318729),(10.929696 | -109.445984),15.5022,0.0
302,4,0-5-6-12,0-5-6-12,89.108,198.33,6.29666,0,(12.639860 | -109.354098),(12.541310 | -109.458702),14.3715,0.0
303,4,0-5-6-12,0-5-6-12,146.727,346.266,4.94761,0,(13.785188 | -109.432509),(13.751422 | -109.464935),4.68149,0.0
304,4,0-5-6-12,0-5-6-12,124.071,342.647,4.91417,0,(15.068873 | -109.364180),(14.961793 | -109.470001),15.0547,0.0
305,5,0-5-6-12-17,0-5-6-12-17,121.145,267.98,9.63185,0,(16.802371 | -109.135415),(16.574625 | -109.475662),40.9434,0.0
306,5,0-5-6-12-17,0-5-6-12-17,114.846,263.978,5.64422,0,(17.825266 | -109.431657),(17.784075 | -109.477592),6.16995,0.0
307,5,0-5-6-12-17,0-5-6-12-17,146.356,273.201,6.96395,0,(19.172620 | -109.304343),(18.993895 | -109.478065),24.9243,0.0
308,5,0-5-6-12-17,0-5-6-12-17,151.392,257.185,6.29952,0,(20.184571 | -109.751160),(20.203856 | -109.477730),27.411,0.0
309,5,0-5-6-12-17,0-5-6-12-17,187.059,410.47,10.0277,0,(21.880553 | -109.319964),(21.818573 | -109.476814),16.8652,0.0
310,5,0-5-6-12-17,0-5-6-12-17,184.014,251.152,5.89664,0,(23.056279 | -109.430421),(23.068363 | -109.475014),4.62011,0.0
311,4,5-6-12-17,5-6-12-17,158.617,267.971,5.64305,0,(24.171678 | -109.739038),(24.409006 | -109.472290),35.7043,0.0
312,4,5-6-12-17,5-6-12-17,146.008,263.128,9.20268,0,(26.291788 | -109.588500),(26.376381 | -109.467567),14.7582,0.0
313,4,5-6-12-17,5-6-12-17,131.775,320.558,7.37899,0,(28.026818 | -109.419249),(27.991970 | -109.463348),5.62061,0.0
314,3,5-12-17,5-12-17,92.85,287.526,5.24816,0,(29.933480 | -109.247327),(29.721830 | -109.458214),29.8779,0.0
315,3,5-12-17,5-12-17,106.956,355.471,8.26354,0,(32.155780 | -109.306471),(32.196846 | -109.450577),14.9843,0.0
316,2,12-17,12-17,123.656,334.877,3.92605,0,(34.156759 | -109.461413),(34.174191 | -109.443916),2.46978,0.0
317,2,12-17,12-17,77.346,273.234,3.79896,0,(36.295173 | -109.398662),(36.252499 | -109.436775),5.72168,0.0
318,2,12-17,12-17,60.143,244.344,3.92585,0,(38.467009 | -109.399361),(38.429928 | -109.429207),4.76005,0.0
319,2,12-17,12-17,89.502,359.059,5.58204,0,(41.486783 | -109.428712),(41.484558 | -109.418549),1.04042,0.0
320,2,12-17,12-17,80.922,227.274,4.64252,0,(43.966761 | -109.341111),(43.887058 | -109.410561),10.5716,0.0
321,4,12-17-22-23,12-17-22-23,127.362,249.316,10.0388,0,(46.476551 | -109.279976),(46.383503 | -109.403442),15.4602,0.0
322,4,12-17-22-23,12-17-22-23,96.485,243.096,12.4026,0,(49.767817 | -109.373933),(49.855682 | -109.396400),9.06927,0.0
323,4,12-17-22-23,12-17-22-23,98.02,283.282,11.8379,0,(52.532719 | -109.398957),(52.565632 | -109.393356),3.33857,0.0
324,4,12-17-22-23,12-17-22-23,96.564,235.943,10.3344,0,(55.125612 | -109.687330),(55.364712 | -109.392136),37.988,0.0
325,4,12-17-22-23,12-17-22-23,109.916,322.6,16.9339,0,(59.173796 | -109.449278),(59.233044 | -109.392860),8.18123,0.0
326,4,12-17-22-23,12-17-22-23,111.848,325.721,12.7233,0,(62.231142 | -109.409841),(62.234680 | -109.394608),1.56392,0.0
327,5,12-17-22-23-30,12-17-22-23-30,143.633,320.424,15.5999,0,(65.319581 | -109.347608),(65.320885 | -109.396957),4.93665,0.0
328,6,12-17-22-23-29-30,12-17-22-23-29-30,169.511,250.413,25.061,0,(69.458081 | -109.513196),(69.565079 | -109.400726),15.5235,0.0
329,5,17-22-23-29-30,17-22-23-29-30,104.058,214.313,14.6699,0,(72.709580 | -109.526687),(72.843483 | -109.403847),18.1713,0.0
330,5,17-22-23-29-30,17-22-23-29-30,122.702,255.978,18.4573,0,(76.198649 | -109.393186),(76.202110 | -109.407120),1.43572,0.0
331,5,17-22-23-29-30,17-22-23-29-30,112.42,224.434,21.8251,0,(80.746058 | -109.425161),(80.802910 | -109.411407),5.84917,0.0
332,4,22-23-29-30,22-23-29-30,119.29,289.785,13.7323,0,(84.228191 | -109.520045),(84.343849 | -109.414497),15.658,0.0
333,4,22-23-29-30,22-23-29-30,486.56,891.873,14.5458,0,(87.959130 | -109.417151),(87.947754 | -109.417549),1.13826,0.0
334,4,22-23-29-30,22-23-29-30,129.003,233.439,19.1726,0,(92.651240 | -109.418625),(92.678085 | -109.421303),2.69788,0.0
335,6,22-23-29-30-36-37,22-23-29-30-36-37,664.255,1096.58,23.0385,0,(96.144244 | -109.329536),(96.045464 | -109.423721),13.6486,0.0
336,6,22-23-29-30-36-37,22-23-29-30-36-37,212.243,291.961,18.4891,0,(99.259425 | -109.360947),(99.204277 | -109.425797),8.51276,0.0
337,6,22-23-29-30-36-37,22-23-29-30-36-37,164.783,288.478,22.6911,0,(103.063793 | -109.455081),(103.079712 | -109.428154),3.12809,0.0
338,6,22-23-29-30-36-37,22-23-29-30-36-37,121.745,217.821,15.8671,0,(105.763261 | -109.398428),(105.740211 | -109.429688),3.88385,0.0
339,6,22-23-29-30-36-37,22-23-29-30-36-37,162.941,413.383,14.8819,0,(108.206179 | -109.429790),(108.209267 | -109.431206),0.33964,0.0
340,6,22-23-29-30-36-37,22-23-29-30-36-37,120.886,221.507,17.2172,0,(111.298346 | -109.463869),(111.325172 | -109.433159),4.07768,0.0
341,6,22-23-29-30-36-37,22-23-29-30-36-37,126.741,215.401,14.2873,0,(113.576353 | -109.541623),(113.676277 | -109.434731),14.6325,0.0
342,4,29-30-36-37,29-30-36-37,126.251,270.81,9.58649,0,(115.977132 | -109.593081),(116.098480 | -109.436348),19.8218,0.0
343,4,29-30-36-37,29-30-36-37,159.655,339.739,9.41699,0,(118.439522 | -109.584394),(118.606049 | -109.437965),22.1749,0.0
344,4,29-30-36-37,29-30-36-37,157.642,301.753,15.8466,0,(122.168764 | -109.155369),(122.061119 | -109.440308),30.4594,0.0
345,4,29-30-36-37,29-30-36-37,122.191,324.748,9.54861,0,(124.696279 | -109.379675),(124.580261 | -109.441963),13.1681,0.0
346,4,29-30-36-37,29-30-36-37,137.546,224.022,11.5201,0,(127.608857 | -109.548275),(127.743797 | -109.444107),17.047,0.0
347,5,29-30-36-37-44,29-30-36-37-44,105.5,269.23,11.4703,0,(130.019368 | -109.535050),(130.099747 | -109.445717),12.0171,0.0
348,5,29-30-36-37-44,29-30-36-37-44,115.843,281.418,11.2487,0,(132.438706 | -109.489938),(132.491333 | -109.447243),6.77681,0.0
349,3,36-37-44,36-37-44,87.164,257.697,9.94584,0,(135.595245 | -109.433980),(135.594528 | -109.448219),1.4257,0.0
350,3,36-37-44,36-37-44,123.195,316.726,6.75031,0,(137.812461 | -109.398969),(137.787430 | -109.448380),5.53886,0.0
351,3,36-37-44,36-37-44,77.714,322.695,7.75402,0,(140.105918 | -109.125668),(139.868546 | -109.447662),40.0033,0.0
352,3,36-37-44,36-37-44,91.669,206.506,7.1624,0,(142.352542 | -109.544175),(142.511124 | -109.446266),18.6372,0.0
353,3,36-37-44,36-37-44,75.925,392.079,6.64887,0,(144.518276 | -109.173566),(144.358597 | -109.445114),31.5017,0.0
354,3,36-37-44,36-37-44,136.529,244.608,4.89676,0,(146.137720 | -109.450551),(146.075455 | -109.444092),6.25993,0.0
355,3,36-37-44,36-37-44,78.31,298.6,5.59425,0,(148.260142 | -109.490525),(148.221786 | -109.442665),6.13331,0.0
356,3,36-37-44,36-37-44,108.998,386.094,7.26915,0,(150.263716 | -108.862153),(149.776627 | -109.441635),75.7004,0.0
357,4,36-37-44-51,36-37-44-51,122.083,304.349,6.82236,0,(151.887420 | -109.461683),(151.801743 | -109.440269),8.83134,0.0
358,4,36-37-44-51,36-37-44-51,150.879,426.285,6.82062,0,(153.274802 | -109.446349),(153.271271 | -109.439247),0.793153,0.0
359,4,36-37-44-51,36-37-44-51,157.743,253.581,8.04298,0,(154.625942 | -109.437137),(154.692551 | -109.438278),6.66183,0.0
360,4,36-37-44-51,36-37-44-51,103.924,321.842,5.70353,0,(155.857594 | -109.613203),(156.070450 | -109.437393),27.6074,0.0
361,4,36-37-44-51,36-37-44-51,161.001,345.696,9.49409,0,(158.084665 | -109.268658),(157.857834 | -109.436218),28.2009,0.0
362,4,36-37-44-51,36-37-44-51,109.385,241.677,3.79137,0,(158.842276 | -109.909129),(159.220245 | -109.435341),60.6083,0.0
363,4,36-37-44-51,36-37-44-51,149.44,309.055,7.19554,0,(160.572307 | -109.434572),(160.565872 | -109.434410),0.643715,0.0
364,4,37-44-51-58,37-44-51-58,155.042,232.21,8.21261,0,(162.056693 | -109.569980),(162.231613 | -109.433189),22.2056,0.0
365,3,44-51-58,44-51-58,96.438,320.188,5.71115,0,(163.612541 | -109.430557),(163.408646 | -109.432320),20.3903,0.0
366,3,44-51-58,44-51-58,130.944,422.741,5.33495,0,(165.068059 | -109.404585),(164.997162 | -109.431152),7.57113,0.0
367,3,44-51-58,44-51-58,96.072,269.021,3.18408,0,(166.169006 | -109.410689),(166.228104 | -109.430313),6.22711,0.0
368,3,44-51-58,44-51-58,101.141,309.638,5.67302,0,(168.040626 | -109.281569),(167.851425 | -109.429337),24.0067,0.0
369,3,44-51-58,44-51-58,108.055,293.286,3.78323,0,(169.263600 | -109.241250),(169.049423 | -109.428604),28.4558,0.0
370,3,44-51-58,44-51-58,84.017,322.828,3.31004,0,(170.063762 | -109.605371),(170.253647 | -109.427872),25.9927,0.0
371,3,44-51-58,44-51-58,99.722,290.336,6.59727,0,(171.870090 | -109.425738),(171.874359 | -109.426895),0.442311,0.0
372,3,44-51-58,44-51-58,117.137,312.676,3.09992,0,(172.988543 | -109.503168),(173.071289 | -109.426102),11.3076,0.0
373,3,44-51-58,44-51-58,118.203,337.032,3.36147,0,(174.225022 | -109.319860),(174.202560 | -109.425369),10.7873,0.0
374,3,44-51-58,44-51-58,81.411,240.642,4.04292,0,(175.649761 | -109.379928),(175.640015 | -109.424324),4.54528,0.0
375,3,44-51-58,44-51-58,89.176,269.477,2.70402,0,(176.545939 | -109.672515),(176.738037 | -109.423500),31.45,0.0
376,3,44-51-58,44-51-58,95.354,333.321,4.29996,0,(177.905306 | -109.448448),(177.876129 | -109.456108),3.0166,0.0
377,3,44-51-58,44-51-58,112.211,305.65,4.39838,0,(179.421199 | -109.589966),(179.452225 | -109.558464),4.42144,0.0
378,3,44-51-58,44-51-58,87.863,296.533,3.51979,0,(180.760707 | -109.681743),(180.623779 | -109.655289),13.946,0.0
379,3,44-51-58,44-51-58,129.876,342.106,3.55825,0,(181.844586 | -109.571840),(181.771454 | -109.760742),20.2564,0.0
380,3,44-51-58,44-51-58,82.626,313.37,4.87631,0,(183.273156 | -109.974283),(183.296326 | -109.991539),2.88892,0.0
381,3,44-51-58,44-51-58,101.487,267.274,3.96021,0,(184.434663 | -110.209350),(184.451340 | -110.300438),9.26021,0.0
382,3,44-51-58,44-51-58,130.389,228.648,3.89728,0,(185.685230 | -110.654008),(185.570114 | -110.756325),15.4014,0.0
383,3,44-51-58,44-51-58,129.549,321.733,4.76484,0,(186.804350 | -111.865607),(186.910675 | -111.609070),27.7699,0.0
